id;territory_type;r;g;b;name;owner
3715;ocean;37;5;123;NONE;NONE
3716;ocean;58;62;119;NONE;NONE
3717;ocean;34;1;127;NONE;NONE
3718;ocean;51;65;172;NONE;NONE
3719;ocean;12;30;115;NONE;NONE
3720;ocean;14;57;161;NONE;NONE
3721;ocean;9;56;177;NONE;NONE
3722;ocean;18;58;167;NONE;NONE
3723;ocean;16;32;131;NONE;NONE
3724;ocean;49;55;146;NONE;NONE
3725;ocean;16;16;153;NONE;NONE
3726;ocean;16;51;103;NONE;NONE
3727;ocean;10;53;120;NONE;NONE
3728;ocean;14;13;116;NONE;NONE
3729;ocean;43;50;152;NONE;NONE
3730;ocean;49;74;163;NONE;NONE
3731;ocean;21;32;113;NONE;NONE
3732;ocean;9;61;122;NONE;NONE
3733;ocean;51;5;165;NONE;NONE
3734;ocean;11;71;170;NONE;NONE
3735;ocean;50;52;166;NONE;NONE
3736;ocean;50;41;160;NONE;NONE
3737;ocean;16;67;121;NONE;NONE
3738;ocean;19;24;129;NONE;NONE
3739;ocean;16;15;150;NONE;NONE
3740;ocean;40;26;138;NONE;NONE
3741;ocean;8;64;175;NONE;NONE
3742;ocean;39;42;161;NONE;NONE
3743;ocean;21;6;168;NONE;NONE
3744;ocean;25;36;106;NONE;NONE
3745;ocean;4;32;110;NONE;NONE
3746;ocean;4;16;168;NONE;NONE
3747;ocean;25;46;100;NONE;NONE
3748;ocean;50;69;179;NONE;NONE
3749;ocean;23;42;128;NONE;NONE
3750;ocean;55;10;140;NONE;NONE
3751;ocean;34;39;105;NONE;NONE
3752;ocean;52;66;105;NONE;NONE
3753;ocean;36;51;155;NONE;NONE
3754;ocean;17;34;137;NONE;NONE
3755;ocean;31;61;173;NONE;NONE
3756;ocean;52;17;170;NONE;NONE
3757;ocean;53;79;140;NONE;NONE
3758;ocean;17;65;125;NONE;NONE
3759;ocean;15;42;119;NONE;NONE
3760;ocean;13;53;171;NONE;NONE
3761;ocean;7;45;122;NONE;NONE
3762;ocean;12;18;126;NONE;NONE
3763;ocean;5;61;137;NONE;NONE
3764;ocean;41;18;151;NONE;NONE
3765;ocean;19;49;143;NONE;NONE
3766;ocean;46;4;143;NONE;NONE
3767;ocean;8;61;164;NONE;NONE
3768;ocean;39;24;169;NONE;NONE
3769;ocean;45;74;107;NONE;NONE
3770;ocean;58;4;109;NONE;NONE
3771;ocean;49;30;102;NONE;NONE
3772;ocean;29;74;139;NONE;NONE
3773;ocean;16;17;110;NONE;NONE
3774;ocean;19;43;104;NONE;NONE
3775;ocean;4;55;130;NONE;NONE
3776;ocean;9;44;146;NONE;NONE
3777;ocean;35;71;129;NONE;NONE
3778;ocean;28;60;121;NONE;NONE
3779;ocean;27;40;140;NONE;NONE
3780;ocean;46;31;122;NONE;NONE
3781;ocean;35;62;132;NONE;NONE
3782;ocean;5;25;158;NONE;NONE
3783;ocean;8;57;157;NONE;NONE
3784;ocean;20;42;152;NONE;NONE
3785;ocean;39;22;147;NONE;NONE
3786;ocean;12;65;136;NONE;NONE
3787;ocean;1;26;140;NONE;NONE
3788;ocean;56;40;145;NONE;NONE
3789;ocean;5;17;140;NONE;NONE
3790;ocean;39;13;135;NONE;NONE
3791;ocean;26;73;164;NONE;NONE
3792;ocean;35;33;128;NONE;NONE
3793;ocean;24;72;105;NONE;NONE
3794;ocean;11;72;170;NONE;NONE
3795;ocean;1;41;175;NONE;NONE
3796;ocean;16;67;117;NONE;NONE
3797;ocean;24;75;106;NONE;NONE
3798;ocean;18;52;108;NONE;NONE
3799;ocean;34;32;125;NONE;NONE
3800;ocean;11;53;110;NONE;NONE
3801;ocean;35;62;109;NONE;NONE
3802;ocean;8;24;111;NONE;NONE
3803;ocean;26;28;107;NONE;NONE
3804;ocean;30;32;142;NONE;NONE
3805;ocean;56;60;167;NONE;NONE
3806;ocean;14;2;139;NONE;NONE
3807;ocean;1;30;153;NONE;NONE
3808;ocean;6;12;134;NONE;NONE
3809;ocean;39;28;159;NONE;NONE
3810;ocean;6;41;116;NONE;NONE
3811;ocean;25;60;150;NONE;NONE
3812;ocean;22;23;141;NONE;NONE
3813;ocean;27;15;121;NONE;NONE
3814;ocean;45;57;139;NONE;NONE
3815;ocean;22;78;145;NONE;NONE
3816;ocean;34;14;132;NONE;NONE
3817;ocean;19;20;133;NONE;NONE
3818;ocean;19;52;118;NONE;NONE
3819;ocean;34;40;134;NONE;NONE
3820;ocean;47;30;117;NONE;NONE
3821;ocean;40;35;169;NONE;NONE
3822;ocean;20;55;173;NONE;NONE
3823;ocean;20;14;104;NONE;NONE
3824;ocean;35;65;179;NONE;NONE
3825;ocean;46;72;166;NONE;NONE
3826;ocean;39;35;159;NONE;NONE
3827;ocean;58;24;100;NONE;NONE
3828;ocean;54;22;104;NONE;NONE
3829;ocean;23;49;146;NONE;NONE
3830;ocean;16;41;179;NONE;NONE
3831;ocean;50;69;129;NONE;NONE
3832;ocean;38;58;103;NONE;NONE
3833;ocean;39;38;112;NONE;NONE
3834;ocean;13;53;130;NONE;NONE
3835;ocean;24;50;172;NONE;NONE
3836;ocean;16;67;111;NONE;NONE
3837;ocean;43;76;101;NONE;NONE
3838;ocean;9;41;161;NONE;NONE
3839;ocean;3;63;137;NONE;NONE
3840;ocean;20;49;159;NONE;NONE
3841;ocean;19;69;101;NONE;NONE
3842;ocean;4;18;139;NONE;NONE
3843;ocean;25;25;128;NONE;NONE
3844;ocean;34;43;130;NONE;NONE
3845;ocean;0;13;179;NONE;NONE
3846;ocean;7;42;173;NONE;NONE
3847;ocean;26;77;101;NONE;NONE
3848;ocean;46;3;100;NONE;NONE
3849;ocean;59;50;100;NONE;NONE
3850;ocean;10;68;143;NONE;NONE
3851;ocean;19;69;106;NONE;NONE
3852;ocean;10;31;174;NONE;NONE
3853;ocean;31;66;119;NONE;NONE
3854;ocean;59;40;155;NONE;NONE
3855;ocean;35;71;166;NONE;NONE
3856;ocean;36;69;114;NONE;NONE
3857;ocean;58;25;129;NONE;NONE
3858;ocean;33;33;172;NONE;NONE
3859;ocean;40;41;173;NONE;NONE
3860;ocean;58;6;174;NONE;NONE
3861;ocean;16;71;104;NONE;NONE
3862;ocean;40;33;163;NONE;NONE
3863;ocean;52;6;165;NONE;NONE
3864;ocean;59;42;131;NONE;NONE
3865;ocean;18;50;122;NONE;NONE
3866;ocean;11;44;151;NONE;NONE
3867;ocean;9;19;102;NONE;NONE
3868;ocean;44;1;119;NONE;NONE
3869;ocean;40;74;108;NONE;NONE
3870;ocean;8;71;146;NONE;NONE
3871;ocean;10;25;114;NONE;NONE
3872;ocean;44;58;120;NONE;NONE
3873;ocean;3;44;176;NONE;NONE
3874;ocean;56;48;154;NONE;NONE
3875;ocean;8;0;159;NONE;NONE
3876;ocean;9;66;142;NONE;NONE
3877;ocean;15;57;107;NONE;NONE
3878;ocean;56;3;147;NONE;NONE
3879;ocean;39;75;124;NONE;NONE
3880;ocean;32;20;124;NONE;NONE
3881;ocean;42;74;108;NONE;NONE
3882;ocean;31;36;144;NONE;NONE
3883;ocean;37;30;137;NONE;NONE
3884;ocean;16;19;146;NONE;NONE
3885;ocean;10;34;119;NONE;NONE
3886;ocean;42;37;170;NONE;NONE
3887;ocean;0;6;143;NONE;NONE
3888;ocean;44;76;176;NONE;NONE
3889;ocean;56;29;124;NONE;NONE
3890;ocean;4;9;140;NONE;NONE
3891;ocean;40;11;166;NONE;NONE
3892;ocean;47;6;128;NONE;NONE
3893;ocean;45;75;111;NONE;NONE
3894;ocean;28;78;130;NONE;NONE
3895;ocean;57;78;141;NONE;NONE
3896;ocean;47;21;146;NONE;NONE
3897;ocean;27;33;174;NONE;NONE
3898;ocean;59;55;143;NONE;NONE
3899;ocean;52;67;153;NONE;NONE
3900;ocean;48;53;155;NONE;NONE
3901;ocean;15;27;117;NONE;NONE
3902;ocean;26;73;152;NONE;NONE
3903;ocean;39;45;127;NONE;NONE
3904;ocean;50;45;136;NONE;NONE
3905;ocean;28;18;173;NONE;NONE
3906;ocean;56;57;126;NONE;NONE
3907;ocean;48;24;161;NONE;NONE
3908;ocean;41;0;126;NONE;NONE
3909;ocean;56;52;160;NONE;NONE
3910;ocean;20;29;121;NONE;NONE
3911;ocean;16;15;176;NONE;NONE
3912;ocean;17;38;105;NONE;NONE
3913;ocean;47;73;148;NONE;NONE
3914;ocean;18;62;126;NONE;NONE
3915;ocean;21;27;118;NONE;NONE
3916;ocean;41;68;144;NONE;NONE
3917;ocean;41;52;135;NONE;NONE
3918;ocean;1;20;155;NONE;NONE
3919;ocean;19;27;142;NONE;NONE
3920;ocean;9;8;168;NONE;NONE
3921;ocean;11;37;143;NONE;NONE
3922;ocean;52;61;144;NONE;NONE
3923;ocean;40;72;166;NONE;NONE
3924;ocean;23;5;149;NONE;NONE
3925;ocean;24;70;149;NONE;NONE
3926;ocean;30;66;160;NONE;NONE
3927;ocean;20;75;127;NONE;NONE
3928;ocean;44;17;151;NONE;NONE
3929;ocean;8;26;178;NONE;NONE
3930;ocean;56;42;149;NONE;NONE
3931;ocean;22;11;107;NONE;NONE
3932;ocean;36;51;127;NONE;NONE
3933;ocean;55;53;143;NONE;NONE
3934;ocean;55;31;174;NONE;NONE
3935;ocean;24;14;110;NONE;NONE
3936;ocean;3;22;131;NONE;NONE
3937;ocean;54;77;110;NONE;NONE
3938;ocean;33;49;119;NONE;NONE
3939;ocean;7;13;167;NONE;NONE
3940;ocean;45;50;106;NONE;NONE
3941;ocean;25;42;144;NONE;NONE
3942;ocean;48;50;164;NONE;NONE
3943;ocean;29;21;168;NONE;NONE
3944;ocean;37;50;105;NONE;NONE
3945;ocean;36;6;162;NONE;NONE
3946;ocean;44;5;161;NONE;NONE
3947;ocean;59;55;155;NONE;NONE
3948;ocean;36;58;147;NONE;NONE
3949;ocean;27;57;163;NONE;NONE
3950;ocean;31;29;156;NONE;NONE
3951;ocean;22;67;134;NONE;NONE
3952;ocean;7;75;116;NONE;NONE
3953;ocean;13;59;173;NONE;NONE
3954;ocean;42;32;161;NONE;NONE
3955;ocean;20;17;131;NONE;NONE
3956;ocean;22;21;138;NONE;NONE
3957;ocean;33;1;178;NONE;NONE
3958;ocean;55;7;160;NONE;NONE
3959;ocean;5;48;116;NONE;NONE
3960;ocean;18;68;112;NONE;NONE
3961;ocean;12;77;166;NONE;NONE
3962;ocean;47;23;128;NONE;NONE
3963;ocean;54;65;103;NONE;NONE
3964;ocean;20;59;105;NONE;NONE
3965;ocean;2;27;121;NONE;NONE
3966;ocean;35;49;115;NONE;NONE
3967;ocean;50;24;169;NONE;NONE
3968;ocean;28;5;164;NONE;NONE
3969;ocean;15;74;116;NONE;NONE
3970;ocean;48;17;152;NONE;NONE
3971;ocean;19;4;153;NONE;NONE
3972;ocean;2;52;140;NONE;NONE
3973;ocean;23;6;103;NONE;NONE
3974;ocean;27;16;156;NONE;NONE
3975;ocean;9;13;129;NONE;NONE
3976;ocean;20;10;126;NONE;NONE
3977;ocean;10;72;132;NONE;NONE
3978;ocean;57;3;133;NONE;NONE
3979;ocean;30;60;163;NONE;NONE
3980;ocean;14;73;140;NONE;NONE
3981;ocean;30;63;169;NONE;NONE
3982;ocean;7;40;108;NONE;NONE
3983;ocean;0;2;126;NONE;NONE
3984;ocean;25;70;125;NONE;NONE
3985;ocean;50;61;151;NONE;NONE
3986;ocean;29;5;100;NONE;NONE
3987;ocean;26;41;110;NONE;NONE
3988;ocean;17;19;137;NONE;NONE
3989;ocean;45;1;127;NONE;NONE
3990;ocean;7;71;106;NONE;NONE
3991;ocean;22;74;149;NONE;NONE
3992;ocean;25;49;128;NONE;NONE
3993;ocean;8;34;160;NONE;NONE
3994;ocean;6;41;155;NONE;NONE
3995;ocean;33;66;110;NONE;NONE
3996;ocean;45;26;175;NONE;NONE
3997;ocean;47;61;115;NONE;NONE
3998;ocean;43;42;153;NONE;NONE
3999;ocean;3;56;158;NONE;NONE
4000;ocean;52;36;171;NONE;NONE
4001;ocean;57;5;149;NONE;NONE
4002;ocean;6;47;143;NONE;NONE
4003;ocean;7;8;179;NONE;NONE
4004;ocean;46;64;109;NONE;NONE
4005;ocean;53;74;129;NONE;NONE
4006;ocean;10;36;120;NONE;NONE
4007;ocean;41;35;151;NONE;NONE
4008;ocean;36;26;165;NONE;NONE
4009;ocean;46;27;114;NONE;NONE
4010;ocean;26;15;161;NONE;NONE
4011;ocean;28;1;121;NONE;NONE
4012;ocean;54;67;123;NONE;NONE
4013;ocean;26;33;150;NONE;NONE
4014;ocean;2;27;116;NONE;NONE
4015;ocean;25;72;129;NONE;NONE
4016;ocean;34;25;109;NONE;NONE
4017;ocean;55;21;109;NONE;NONE
4018;ocean;45;34;122;NONE;NONE
4019;ocean;41;71;142;NONE;NONE
4020;ocean;21;34;164;NONE;NONE
4021;ocean;51;50;156;NONE;NONE
4022;ocean;13;74;126;NONE;NONE
4023;ocean;29;13;176;NONE;NONE
4024;ocean;5;41;141;NONE;NONE
4025;ocean;34;60;149;NONE;NONE
4026;ocean;27;17;149;NONE;NONE
4027;ocean;43;33;115;NONE;NONE
4028;ocean;14;21;162;NONE;NONE
4029;ocean;50;61;142;NONE;NONE
4030;ocean;16;11;167;NONE;NONE
4031;ocean;6;53;175;NONE;NONE
4032;ocean;18;10;145;NONE;NONE
4033;ocean;7;49;131;NONE;NONE
4034;ocean;30;8;112;NONE;NONE
4035;ocean;7;31;173;NONE;NONE
4036;ocean;57;10;101;NONE;NONE
4037;ocean;3;65;130;NONE;NONE
4038;ocean;55;17;126;NONE;NONE
4039;ocean;12;34;154;NONE;NONE
4040;ocean;28;10;159;NONE;NONE
4041;ocean;23;31;176;NONE;NONE
4042;ocean;48;7;129;NONE;NONE
4043;ocean;49;20;131;NONE;NONE
4044;ocean;59;37;165;NONE;NONE
4045;ocean;3;46;115;NONE;NONE
4046;ocean;17;44;142;NONE;NONE
4047;ocean;2;37;173;NONE;NONE
4048;ocean;38;43;139;NONE;NONE
4049;ocean;16;10;157;NONE;NONE
4050;ocean;48;66;110;NONE;NONE
4051;ocean;27;28;177;NONE;NONE
4052;ocean;52;0;166;NONE;NONE
4053;ocean;9;73;164;NONE;NONE
4054;ocean;32;15;140;NONE;NONE
4055;ocean;35;69;106;NONE;NONE
4056;ocean;12;2;112;NONE;NONE
4057;ocean;40;48;161;NONE;NONE
4058;ocean;8;1;118;NONE;NONE
4059;ocean;1;67;104;NONE;NONE
4060;ocean;2;2;156;NONE;NONE
4061;ocean;19;71;125;NONE;NONE
4062;ocean;1;32;112;NONE;NONE
4063;ocean;20;69;123;NONE;NONE
4064;ocean;59;14;119;NONE;NONE
4065;ocean;39;41;142;NONE;NONE
4066;ocean;26;58;120;NONE;NONE
4067;ocean;40;35;122;NONE;NONE
4068;ocean;12;1;117;NONE;NONE
4069;ocean;55;58;108;NONE;NONE
4070;ocean;12;61;135;NONE;NONE
4071;ocean;10;37;103;NONE;NONE
4072;ocean;57;26;168;NONE;NONE
4073;ocean;13;65;155;NONE;NONE
4074;ocean;48;45;144;NONE;NONE
4075;ocean;33;12;106;NONE;NONE
4076;ocean;9;19;101;NONE;NONE
4077;ocean;51;52;111;NONE;NONE
4078;ocean;41;78;154;NONE;NONE
4079;ocean;36;75;179;NONE;NONE
4080;ocean;9;7;125;NONE;NONE
4081;ocean;9;71;113;NONE;NONE
4082;ocean;40;51;124;NONE;NONE
4083;ocean;27;50;155;NONE;NONE
4084;ocean;32;53;162;NONE;NONE
4085;ocean;15;39;146;NONE;NONE
4086;ocean;43;47;159;NONE;NONE
4087;ocean;28;40;114;NONE;NONE
4088;ocean;33;11;132;NONE;NONE
4089;ocean;14;27;142;NONE;NONE
4090;ocean;59;26;136;NONE;NONE
4091;ocean;42;46;136;NONE;NONE
4092;ocean;52;11;141;NONE;NONE
4093;ocean;57;29;149;NONE;NONE
4094;ocean;9;60;108;NONE;NONE
4095;ocean;54;71;163;NONE;NONE
4096;ocean;27;36;175;NONE;NONE
4097;ocean;9;30;108;NONE;NONE
4098;ocean;23;29;170;NONE;NONE
4099;ocean;3;3;122;NONE;NONE
4100;ocean;13;10;126;NONE;NONE
4101;ocean;22;39;138;NONE;NONE
4102;ocean;47;31;179;NONE;NONE
4103;ocean;4;68;129;NONE;NONE
4104;ocean;9;63;127;NONE;NONE
4105;ocean;4;14;115;NONE;NONE
4106;ocean;28;63;142;NONE;NONE
4107;ocean;53;32;113;NONE;NONE
4108;ocean;33;21;116;NONE;NONE
4109;ocean;52;70;126;NONE;NONE
4110;ocean;17;63;163;NONE;NONE
4111;ocean;49;36;128;NONE;NONE
4112;ocean;52;34;119;NONE;NONE
4113;ocean;41;1;129;NONE;NONE
4114;ocean;55;72;165;NONE;NONE
4115;ocean;35;63;105;NONE;NONE
4116;ocean;21;43;116;NONE;NONE
4117;ocean;17;35;150;NONE;NONE
4118;ocean;52;0;155;NONE;NONE
4119;ocean;21;67;163;NONE;NONE
4120;ocean;31;18;137;NONE;NONE
4121;ocean;11;10;131;NONE;NONE
4122;ocean;12;3;107;NONE;NONE
4123;ocean;33;21;169;NONE;NONE
4124;ocean;9;27;164;NONE;NONE
4125;ocean;22;15;151;NONE;NONE
4126;ocean;12;60;131;NONE;NONE
4127;ocean;4;1;120;NONE;NONE
4128;ocean;31;13;173;NONE;NONE
4129;ocean;18;39;150;NONE;NONE
4130;ocean;23;15;155;NONE;NONE
4131;ocean;17;0;140;NONE;NONE
4132;ocean;28;46;102;NONE;NONE
4133;ocean;2;24;138;NONE;NONE
4134;ocean;27;6;163;NONE;NONE
4135;ocean;7;15;170;NONE;NONE
4136;ocean;36;61;139;NONE;NONE
4137;ocean;44;25;160;NONE;NONE
4138;ocean;5;14;167;NONE;NONE
4139;ocean;56;25;166;NONE;NONE
4140;ocean;47;59;114;NONE;NONE
4141;ocean;6;23;156;NONE;NONE
4142;ocean;25;31;176;NONE;NONE
4143;ocean;5;59;104;NONE;NONE
4144;ocean;54;13;167;NONE;NONE
4145;ocean;51;52;132;NONE;NONE
4146;ocean;51;65;176;NONE;NONE
4147;ocean;38;69;128;NONE;NONE
4148;ocean;16;38;129;NONE;NONE
4149;ocean;6;47;105;NONE;NONE
4150;ocean;58;25;161;NONE;NONE
4151;ocean;3;34;100;NONE;NONE
4152;ocean;27;66;117;NONE;NONE
4153;ocean;50;59;176;NONE;NONE
4154;ocean;47;26;132;NONE;NONE
4155;ocean;12;71;154;NONE;NONE
4156;ocean;28;34;148;NONE;NONE
4157;ocean;58;21;109;NONE;NONE
4158;ocean;57;36;106;NONE;NONE
4159;ocean;39;69;114;NONE;NONE
4160;ocean;58;5;148;NONE;NONE
4161;ocean;56;47;102;NONE;NONE
4162;ocean;14;33;125;NONE;NONE
4163;ocean;0;28;122;NONE;NONE
4164;ocean;7;32;125;NONE;NONE
4165;ocean;34;37;109;NONE;NONE
4166;ocean;37;18;128;NONE;NONE
4167;ocean;30;56;129;NONE;NONE
4168;ocean;13;55;115;NONE;NONE
4169;ocean;2;76;153;NONE;NONE
4170;ocean;32;56;126;NONE;NONE
4171;ocean;34;71;136;NONE;NONE
4172;ocean;14;45;142;NONE;NONE
4173;ocean;44;19;109;NONE;NONE
4174;ocean;44;70;179;NONE;NONE
4175;ocean;40;57;107;NONE;NONE
4176;ocean;24;7;172;NONE;NONE
4177;ocean;36;40;102;NONE;NONE
4178;ocean;48;46;154;NONE;NONE
4179;ocean;44;34;151;NONE;NONE
4180;ocean;22;37;110;NONE;NONE
4181;ocean;40;31;160;NONE;NONE
4182;ocean;31;56;137;NONE;NONE
4183;ocean;19;11;172;NONE;NONE
4184;ocean;51;18;149;NONE;NONE
4185;ocean;55;5;104;NONE;NONE
4186;ocean;47;68;135;NONE;NONE
4187;ocean;8;1;165;NONE;NONE
4188;ocean;43;24;114;NONE;NONE
4189;ocean;7;76;112;NONE;NONE
4190;ocean;34;72;150;NONE;NONE
4191;ocean;1;30;156;NONE;NONE
4192;ocean;20;67;104;NONE;NONE
4193;ocean;35;19;145;NONE;NONE
4194;ocean;19;67;168;NONE;NONE
4195;ocean;24;35;148;NONE;NONE
4196;ocean;58;31;138;NONE;NONE
4197;ocean;54;75;112;NONE;NONE
4198;ocean;37;45;160;NONE;NONE
4199;ocean;24;62;124;NONE;NONE
4200;ocean;50;44;172;NONE;NONE
4201;ocean;4;7;170;NONE;NONE
4202;ocean;7;65;120;NONE;NONE
4203;ocean;55;24;108;NONE;NONE
4204;ocean;26;7;117;NONE;NONE
4205;ocean;22;50;147;NONE;NONE
4206;ocean;22;52;142;NONE;NONE
4207;ocean;5;79;147;NONE;NONE
4208;ocean;52;11;117;NONE;NONE
4209;ocean;55;1;102;NONE;NONE
4210;ocean;7;64;172;NONE;NONE
4211;ocean;44;26;119;NONE;NONE
4212;ocean;48;44;136;NONE;NONE
4213;ocean;59;75;152;NONE;NONE
4214;ocean;37;6;154;NONE;NONE
4215;ocean;52;2;106;NONE;NONE
4216;ocean;37;18;124;NONE;NONE
4217;ocean;59;74;109;NONE;NONE
4218;ocean;5;54;119;NONE;NONE
4219;ocean;7;6;149;NONE;NONE
4220;ocean;51;52;101;NONE;NONE
4221;ocean;50;13;177;NONE;NONE
4222;ocean;8;77;159;NONE;NONE
4223;ocean;39;64;106;NONE;NONE
4224;ocean;20;31;116;NONE;NONE
4225;ocean;33;32;151;NONE;NONE
4226;ocean;36;30;138;NONE;NONE
4227;ocean;54;50;146;NONE;NONE
4228;ocean;1;9;171;NONE;NONE
4229;ocean;47;47;109;NONE;NONE
4230;ocean;8;13;100;NONE;NONE
4231;ocean;57;77;157;NONE;NONE
4232;ocean;29;3;102;NONE;NONE
4233;ocean;14;43;135;NONE;NONE
4234;ocean;0;10;122;NONE;NONE
4235;ocean;42;78;121;NONE;NONE
4236;ocean;21;7;170;NONE;NONE
4237;ocean;26;48;129;NONE;NONE
4238;ocean;44;49;163;NONE;NONE
4239;ocean;40;72;124;NONE;NONE
4240;ocean;56;75;143;NONE;NONE
4241;ocean;6;57;108;NONE;NONE
4242;ocean;28;62;168;NONE;NONE
4243;ocean;18;43;127;NONE;NONE
4244;ocean;40;10;170;NONE;NONE
4245;ocean;50;37;155;NONE;NONE
4246;ocean;34;6;177;NONE;NONE
4247;ocean;14;35;168;NONE;NONE
4248;ocean;29;79;126;NONE;NONE
4249;ocean;54;71;120;NONE;NONE
4250;ocean;2;54;110;NONE;NONE
4251;ocean;41;28;128;NONE;NONE
4252;ocean;55;77;106;NONE;NONE
4253;ocean;54;37;111;NONE;NONE
4254;ocean;32;28;105;NONE;NONE
4255;ocean;24;15;168;NONE;NONE
4256;ocean;17;49;164;NONE;NONE
4257;ocean;36;16;147;NONE;NONE
4258;ocean;39;6;119;NONE;NONE
4259;ocean;42;32;135;NONE;NONE
4260;ocean;42;53;155;NONE;NONE
4261;ocean;55;12;126;NONE;NONE
4262;ocean;15;73;136;NONE;NONE
4263;ocean;0;63;127;NONE;NONE
4264;ocean;27;9;107;NONE;NONE
4265;ocean;53;56;124;NONE;NONE
4266;ocean;25;22;171;NONE;NONE
4267;ocean;38;55;126;NONE;NONE
4268;ocean;18;47;112;NONE;NONE
4269;ocean;54;46;126;NONE;NONE
4270;ocean;54;45;161;NONE;NONE
4271;ocean;29;56;157;NONE;NONE
4272;ocean;39;14;118;NONE;NONE
4273;ocean;28;61;129;NONE;NONE
4274;ocean;57;22;138;NONE;NONE
4275;ocean;39;27;155;NONE;NONE
4276;ocean;28;76;108;NONE;NONE
4277;ocean;24;61;144;NONE;NONE
4278;ocean;57;71;166;NONE;NONE
4279;ocean;36;2;153;NONE;NONE
4280;ocean;23;3;130;NONE;NONE
4281;ocean;18;12;120;NONE;NONE
4282;ocean;22;5;131;NONE;NONE
4283;ocean;52;9;160;NONE;NONE
4284;ocean;34;60;160;NONE;NONE
4285;ocean;50;47;156;NONE;NONE
4286;ocean;44;43;125;NONE;NONE
4287;ocean;5;79;136;NONE;NONE
4288;ocean;10;26;153;NONE;NONE
4289;ocean;38;50;161;NONE;NONE
4290;ocean;7;22;139;NONE;NONE
4291;ocean;58;57;104;NONE;NONE
4292;ocean;7;79;106;NONE;NONE
4293;ocean;49;19;138;NONE;NONE
4294;ocean;14;38;142;NONE;NONE
4295;ocean;57;49;169;NONE;NONE
4296;ocean;6;24;154;NONE;NONE
4297;ocean;9;4;114;NONE;NONE
4298;ocean;5;78;159;NONE;NONE
4299;ocean;8;22;109;NONE;NONE
4300;ocean;6;28;113;NONE;NONE
4301;ocean;35;74;126;NONE;NONE
4302;ocean;27;8;168;NONE;NONE
4303;ocean;3;14;126;NONE;NONE
4304;ocean;52;13;117;NONE;NONE
4305;ocean;50;71;118;NONE;NONE
4306;ocean;17;3;111;NONE;NONE
4307;ocean;50;11;116;NONE;NONE
4308;ocean;5;9;166;NONE;NONE
4309;ocean;36;76;141;NONE;NONE
4310;ocean;39;25;104;NONE;NONE
4311;ocean;14;13;137;NONE;NONE
4312;ocean;55;29;150;NONE;NONE
4313;ocean;29;59;145;NONE;NONE
4314;ocean;7;48;136;NONE;NONE
4315;ocean;25;40;111;NONE;NONE
4316;ocean;41;7;170;NONE;NONE
4317;ocean;12;57;166;NONE;NONE
4318;ocean;48;27;130;NONE;NONE
4319;ocean;51;54;168;NONE;NONE
4320;ocean;46;37;136;NONE;NONE
4321;ocean;58;0;138;NONE;NONE
4322;ocean;46;40;145;NONE;NONE
4323;ocean;21;16;165;NONE;NONE
4324;ocean;1;19;100;NONE;NONE
4325;ocean;50;18;119;NONE;NONE
4326;ocean;25;7;168;NONE;NONE
4327;ocean;36;26;107;NONE;NONE
4328;ocean;1;53;157;NONE;NONE
4329;ocean;19;23;110;NONE;NONE
4330;ocean;8;61;144;NONE;NONE
4331;ocean;42;76;139;NONE;NONE
4332;ocean;54;3;173;NONE;NONE
4333;ocean;20;66;160;NONE;NONE
4334;ocean;30;65;176;NONE;NONE
4335;ocean;29;14;165;NONE;NONE
4336;ocean;49;70;110;NONE;NONE
4337;ocean;2;32;107;NONE;NONE
4338;ocean;53;14;131;NONE;NONE
4339;ocean;29;16;164;NONE;NONE
4340;ocean;0;51;107;NONE;NONE
4341;ocean;40;75;105;NONE;NONE
4342;ocean;6;11;122;NONE;NONE
4343;ocean;43;48;151;NONE;NONE
4344;ocean;4;11;116;NONE;NONE
4345;ocean;23;0;103;NONE;NONE
4346;ocean;48;14;159;NONE;NONE
4347;ocean;33;31;178;NONE;NONE
4348;ocean;32;68;116;NONE;NONE
4349;ocean;30;43;159;NONE;NONE
4350;ocean;31;54;137;NONE;NONE
4351;ocean;20;62;103;NONE;NONE
4352;ocean;44;15;150;NONE;NONE
4353;ocean;38;55;109;NONE;NONE
4354;ocean;25;23;137;NONE;NONE
4355;ocean;16;36;165;NONE;NONE
4356;ocean;25;60;120;NONE;NONE
4357;ocean;50;29;114;NONE;NONE
4358;ocean;0;72;164;NONE;NONE
4359;ocean;19;54;110;NONE;NONE
4360;ocean;25;34;137;NONE;NONE
4361;ocean;6;79;111;NONE;NONE
4362;ocean;6;66;122;NONE;NONE
4363;ocean;56;13;161;NONE;NONE
4364;ocean;2;57;122;NONE;NONE
4365;ocean;28;25;123;NONE;NONE
4366;ocean;43;10;169;NONE;NONE
4367;ocean;47;61;134;NONE;NONE
4368;ocean;7;42;141;NONE;NONE
4369;ocean;58;35;130;NONE;NONE
4370;ocean;19;57;123;NONE;NONE
4371;ocean;54;66;170;NONE;NONE
4372;ocean;14;78;177;NONE;NONE
4373;ocean;27;37;103;NONE;NONE
4374;ocean;32;8;125;NONE;NONE
4375;ocean;30;76;118;NONE;NONE
4376;ocean;45;47;148;NONE;NONE
4377;ocean;21;62;166;NONE;NONE
4378;ocean;37;19;133;NONE;NONE
4379;ocean;6;21;128;NONE;NONE
